City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,likiep,9.8251,169.3107,27.64,74,47,8.34,MH,1701560490
362,codajas,-3.8367,-62.0569,24.47,91,100,1.11,BR,1701560490
363,monrovia,6.3005,-10.7969,25.87,84,51,3.01,LR,1701560491
364,alofi,-19.0595,-169.9187,27.94,74,70,7.98,NU,1701560491
365,flying fish cove,-10.4217,105.6791,24.82,73,81,3.6,CX,1701560492
366,mudgere,13.1333,75.6333,17.71,97,100,1.32,IN,1701560492
367,suva,-18.1416,178.4415,30.71,66,40,3.6,FJ,1701560493
368,minas de marcona,-15.2119,-75.1103,15.31,77,23,6.28,PE,1701560493
369,hadibu,12.65,54.0333,25.78,73,88,8.96,YE,1701560493
370,poco verde,-10.7083,-38.1833,23.24,82,26,3.98,BR,1701560494
371,neryungri,56.6709,124.6491,-26.87,97,94,1.38,RU,1701560494
372,medicine hat,50.0501,-110.6683,5.24,45,75,5.14,CA,1701560446
373,enriquillo,17.9,-71.2333,29.82,93,78,2.41,DO,1701560495
374,ulsteinvik,62.3432,5.8487,0.97,71,100,1.79,NO,1701560495
375,east ballina,-28.8667,153.5833,29.89,59,17,2.19,AU,1701560496
376,llanes,43.4198,-4.7549,9.94,68,57,1.97,ES,1701560496
377,kalinkavichy,52.1323,29.3257,-2.55,97,100,5.2,BY,1701560497
378,horta,38.5333,-28.6333,13.9,58,100,4.02,PT,1701560498
379,geraldton,-28.7667,114.6,22.23,68,100,4.63,AU,1701560498
380,ponta delgada,37.7333,-25.6667,13.4,82,75,9.26,PT,1701560498
381,tuy hoa,13.0833,109.3,24.37,93,97,2.38,VN,1701560499
382,aras-asan,8.8908,126.3033,27.38,83,98,2.62,PH,1701560499
383,langepas,61.2544,75.2124,-19.84,97,99,3.08,RU,1701560499
384,miguel ahumada,30.6167,-106.5167,12.61,33,0,3.33,MX,1701560500
385,howrah,22.5892,88.3103,20.0,88,40,3.09,IN,1701560500
386,al jawf,29.5,38.75,14.29,47,0,2.62,SA,1701560500
387,kapoeta,4.7717,33.5903,28.36,38,49,3.37,SS,1701560501
388,moundou,8.5667,16.0833,26.57,27,71,1.7,TD,1701560501
389,salekhard,66.53,66.6019,-24.64,96,72,5.23,RU,1701560502
390,makarska,43.2969,17.0178,12.44,68,68,4.26,HR,1701560502
391,coxen hole,16.3244,-86.5366,28.6,79,0,9.26,HN,1701560503
392,nago,26.5881,127.9761,19.47,60,11,2.17,JP,1701560504
393,bonthe,7.5264,-12.505,26.32,87,75,2.19,SL,1701560504
394,klaksvik,62.2266,-6.589,1.51,68,100,4.47,FO,1701560505
395,robore,-18.3333,-59.75,29.97,49,42,2.58,BO,1701560505
396,khor,47.8861,134.9464,-18.9,99,56,2.24,RU,1701560506
397,island harbour,50.724,-1.2758,8.85,80,86,2.68,GB,1701560506
398,freetown,8.484,-13.2299,26.61,85,80,2.19,SL,1701560507
399,trincomalee,8.5711,81.2335,23.57,96,82,3.61,LK,1701560507
400,le vauclin,14.5452,-60.8388,27.03,78,75,3.6,MQ,1701560508
401,andergrove,-21.0833,149.1833,32.03,54,69,3.32,AU,1701560508
402,dire dawa,9.5931,41.8661,17.99,35,93,1.69,ET,1701560509
403,oriximina,-1.7656,-55.8661,25.53,82,100,2.17,BR,1701560509
404,guarapari,-20.6667,-40.4975,26.05,90,10,5.67,BR,1701560510
405,greenville,35.6127,-77.3663,18.97,96,100,0.0,US,1701560510
406,jindabyne,-36.4167,148.6333,13.35,80,80,2.04,AU,1701560511
407,kudepsta,43.4944,39.8964,12.03,62,8,7.15,RU,1701560511
408,bossangoa,6.4926,17.4552,25.58,57,78,1.73,CF,1701560511
409,cedeira,43.6797,-8.0209,8.91,68,60,4.11,ES,1701560512
410,ancud,-41.8697,-73.8203,9.33,69,13,4.13,CL,1701560512
411,summerland,49.5998,-119.6691,2.73,75,20,8.23,CA,1701560513
412,hammerfest,70.6634,23.6821,-3.75,68,100,0.51,NO,1701560513
413,altar,30.7,-111.8167,19.23,22,3,3.22,MX,1701560514
414,saipan,15.1355,145.701,28.39,69,40,9.77,MP,1701560514
415,taro,-8.3862,115.28,23.0,85,90,1.13,ID,1701560515
416,nerchinsk,51.9833,116.5833,-10.56,95,99,1.7,RU,1701560515
417,walvis bay,-22.9575,14.5053,17.83,85,86,5.02,NA,1701560515
418,kinablangan,7.6947,126.5503,26.28,87,98,1.35,PH,1701560516
419,san antonio de pale,-1.4014,5.6325,26.49,84,93,4.0,GQ,1701560517
420,revelstoke,50.9832,-118.2023,-0.99,100,100,0.0,CA,1701560517
421,tosontsengel,48.7567,98.2839,-12.27,89,74,1.69,MN,1701560518
422,benjamin aceval,-24.9667,-57.5667,29.64,60,23,3.27,PY,1701560518
423,corinto,37.9407,22.9573,15.5,72,100,2.02,GR,1701560518
424,praia da vitoria,38.7333,-27.0667,15.14,58,75,8.76,PT,1701560519
425,cannonvale,-20.2833,148.7,27.66,70,87,4.24,AU,1701560519
426,siyabuswa,-25.1132,29.0445,20.71,40,1,2.59,ZA,1701560520
427,kalmunai,7.4167,81.8167,23.93,91,85,2.78,LK,1701560520
428,orsa,54.5153,30.4053,-9.38,97,100,3.05,BY,1701560521
429,mandalgovi,45.7625,106.2708,-6.4,56,5,4.26,MN,1701560521
430,glen innes,-29.7333,151.7333,23.78,31,4,3.7,AU,1701560522
431,sechura,-5.5569,-80.8222,22.58,72,12,7.62,PE,1701560522
432,kulhudhuffushi,6.6221,73.07,28.23,74,87,4.24,MV,1701560523
433,shetpe,44.1667,52.1167,8.94,87,64,3.84,KZ,1701560523
434,pontes e lacerda,-15.2261,-59.3353,25.11,79,75,0.45,BR,1701560524
435,popondetta,-8.7537,148.2534,32.09,53,80,1.77,PG,1701560524
436,danielskuil,-28.1887,23.5395,18.75,49,25,2.6,ZA,1701560525
437,yuzha,56.5831,42.0122,-13.19,99,88,1.16,RU,1701560525
438,kruisfontein,-34.0033,24.7314,17.16,95,77,1.16,ZA,1701560526
439,waynesville,35.4887,-82.9887,15.47,90,100,1.79,US,1701560511
440,vila franca do campo,37.7167,-25.4333,13.23,91,100,8.29,PT,1701560527
441,polyarnyy,69.1989,33.4478,-0.36,91,100,6.1,RU,1701560527
442,wang nam yen,13.5033,102.1812,22.59,89,90,3.69,TH,1701560528
443,nabire,-3.3667,135.4833,28.16,74,91,0.97,ID,1701560529
444,linxia chengguanzhen,35.6003,103.2064,-0.36,49,38,0.71,CN,1701560529
445,tolanaro,-25.0319,46.9987,22.04,68,75,5.14,MG,1701560530
446,itoman,26.1247,127.6694,19.43,60,20,3.09,JP,1701560530
447,kill devil hills,36.0307,-75.676,19.0,98,75,0.0,US,1701560531
448,chittarkonda,18.1167,82.0833,18.78,59,83,1.79,IN,1701560531
449,palamos,41.8484,3.1291,8.39,42,73,6.71,ES,1701560532
450,mombetsu,44.3525,143.3525,1.22,77,100,1.72,JP,1701560532
451,pimentel,-6.8367,-79.9342,22.16,78,0,9.77,PE,1701560533
452,trairi,-3.2778,-39.2689,26.59,72,33,4.23,BR,1701560533
453,severodvinsk,64.5635,39.8302,-13.94,99,89,1.46,RU,1701560534
454,vilanova i la geltru,41.2239,1.7251,10.94,53,1,2.24,ES,1701560534
455,juan griego,11.0817,-63.9655,25.59,87,38,4.89,VE,1701560535
456,filey,54.21,-0.2892,0.99,92,98,4.47,GB,1701560536
457,mukalla,14.5425,49.1242,23.7,45,14,2.41,YE,1701560536
458,nadi,-17.8,177.4167,31.0,62,20,6.69,FJ,1701560420
459,remire-montjoly,4.9167,-52.2667,27.02,78,0,2.06,GF,1701560537
460,nagqu,31.5,92.0,-10.81,55,31,1.47,CN,1701560538
461,labrador city,52.9463,-66.9114,-23.05,77,0,1.54,CA,1701560504
462,trapani,37.8333,12.6667,15.05,63,20,3.6,IT,1701560539
463,la ronge,55.1001,-105.2842,-5.86,93,75,3.09,CA,1701560540
464,timbuktu,16.7735,-3.0074,25.43,9,38,5.07,ML,1701560541
465,punta cardon,11.6581,-70.215,26.97,79,31,11.64,VE,1701560281
466,san pedro,14.35,121.0167,27.95,77,20,2.24,PH,1701560542
467,masterton,-40.9597,175.6575,15.49,76,100,3.59,NZ,1701560543
468,celestun,20.8667,-90.4,25.84,86,92,5.86,MX,1701560544
469,hobyo,5.3505,48.5268,26.32,77,100,8.52,SO,1701560545
470,pergamino,-33.89,-60.5736,26.77,53,27,3.37,AR,1701560545
471,altus,34.6381,-99.334,17.73,35,0,5.66,US,1701560546
472,funafuti,-8.5243,179.1942,28.96,72,84,6.34,TV,1701560546
473,naze,28.3667,129.4833,15.51,63,90,5.25,JP,1701560547
474,ola,59.5833,151.2833,-14.62,94,100,3.95,RU,1701560547
475,cestos city,5.46,-9.5828,26.4,85,32,2.31,LR,1701560548
476,lautoka,-17.6167,177.4667,30.92,62,20,6.69,FJ,1701560548
477,grand falls-windsor,48.9332,-55.6649,-0.28,92,100,0.98,CA,1701560549
478,opuwo,-18.0607,13.84,20.2,85,100,4.59,NA,1701560549
479,yanchep,-31.55,115.6833,23.12,71,87,3.01,AU,1701560550
480,darovskoy,58.77,47.9564,-14.11,97,69,1.88,RU,1701560551
481,kalaoa,19.7286,-155.9817,25.18,82,40,4.63,US,1701560552
482,thinadhoo,0.5333,72.9333,27.91,73,99,5.45,MV,1701560552
483,hotan,37.0997,79.9269,0.01,41,45,0.84,CN,1701560553
484,sao jose da coroa grande,-8.8978,-35.1478,25.44,82,95,3.89,BR,1701560553
485,acarau,-2.8856,-40.12,26.94,72,73,6.35,BR,1701560554
486,pailon,-17.65,-62.75,31.5,45,57,5.65,BO,1701560554
487,asia,9.5506,122.5164,27.59,77,68,5.06,PH,1701560555
488,wynyard,-41.0,145.7167,16.4,76,100,3.62,AU,1701560556
489,egilsstadir,65.2653,-14.3948,-4.05,100,75,1.03,IS,1701560556
490,westport,41.1415,-73.3579,10.33,87,100,0.45,US,1701560557
491,farasan,16.7022,42.1183,28.13,71,9,6.9,SA,1701560557
492,souillac,-20.5167,57.5167,24.21,94,75,3.6,MU,1701560558
493,tidjikja,18.5564,-11.4271,24.74,25,97,4.64,MR,1701560558
494,rio grande city,26.3798,-98.8203,23.39,51,100,4.43,US,1701560559
495,kupang,-10.1667,123.5833,29.32,79,40,2.06,ID,1701560559
496,mateur,37.0405,9.6656,13.79,69,78,4.64,TN,1701560559
497,kolonia,50.9333,6.95,1.05,79,20,2.57,DE,1701560560
498,tefe,-3.3542,-64.7114,24.06,100,100,1.54,BR,1701560560
499,belyy yar,53.6039,91.3903,-0.06,80,0,5.0,RU,1701560561
500,taoudenni,22.6783,-3.9836,22.63,27,23,2.53,ML,1701560561
501,saldanha,-33.0117,17.9442,15.03,78,23,5.87,ZA,1701560562
502,sault ste. marie,46.5168,-84.3333,-1.84,63,0,0.0,CA,1701560306
503,vredendal,-31.6683,18.5012,14.2,90,0,3.28,ZA,1701560563
504,murzuq,25.9155,13.9184,17.26,23,97,3.94,LY,1701560564
505,aswan,24.0934,32.907,19.61,42,0,3.09,EG,1701560564
506,angaur state,6.906,134.13,28.59,78,53,6.51,PW,1701560565
507,fort william,56.8165,-5.1121,-1.91,93,17,1.21,GB,1701560565
508,rio grande,-32.035,-52.0986,22.06,95,100,1.31,BR,1701560515
509,gadzhiyevo,69.2551,33.3362,1.03,84,100,9.5,RU,1701560336
510,tabora,-5.0167,32.8,20.16,81,89,0.49,TZ,1701560566
511,taulaga,-11.0553,-171.0883,27.32,76,100,2.9,AS,1701560567
512,sao joao dos patos,-6.495,-43.7022,25.8,57,95,0.73,BR,1701560567
513,el porvenir,13.7617,-87.3458,27.63,66,7,2.92,HN,1701560568
514,bhachau,23.2833,70.35,22.75,59,67,5.79,IN,1701560568
515,khorixas,-20.3667,14.9667,24.03,60,100,3.88,NA,1701560569
516,ban su-ngai pa di,6.0724,101.8717,23.77,97,99,0.58,TH,1701560569
517,kindia,10.0569,-12.8658,22.77,85,80,0.98,GN,1701560570
518,cervantes,-39.05,-67.3833,18.21,13,0,7.38,AR,1701560570
519,lensk,60.7253,114.9278,-20.19,98,100,2.44,RU,1701560570
520,rabaul,-4.1967,152.1721,28.06,69,74,0.41,PG,1701560571
521,kievka,50.2619,71.5514,1.72,97,100,13.39,KZ,1701560571
522,gazojak,41.1875,61.4036,8.72,78,93,2.59,TM,1701560572
523,zastron,-30.3023,27.084,16.15,67,35,1.1,ZA,1701560572
524,nema,57.5067,50.5011,-13.43,96,90,2.92,RU,1701560573
525,carauari,-4.8828,-66.8958,24.48,95,100,0.64,BR,1701560573
526,bor,56.3567,44.0669,-7.04,100,85,0.89,RU,1701560574
527,clinton,42.587,-82.9199,5.12,86,100,3.09,US,1701560574
528,poronaysk,49.2167,143.1167,-8.61,78,42,2.89,RU,1701560575
529,antsiranana,-12.2787,49.2917,25.18,85,46,1.08,MG,1701560575
530,aldan,58.6031,125.3894,-22.45,99,100,0.21,RU,1701560576
531,sanming,26.2486,117.6186,13.19,89,93,0.85,CN,1701560576
532,tezu,27.9167,96.1667,16.88,63,42,1.54,IN,1701560577
533,colonia,50.9333,6.95,1.05,79,20,2.57,DE,1701560560
534,greymouth,-42.4667,171.2,15.89,99,100,4.48,NZ,1701560578
535,embi,48.8264,58.1442,3.75,72,99,7.48,KZ,1701560578
536,puerto deseado,-47.7503,-65.8938,6.29,75,98,5.2,AR,1701560579
537,fort st. john,56.2499,-120.8529,-9.06,86,75,2.57,CA,1701560516
538,kargil,34.5667,76.1,-4.44,50,100,0.64,IN,1701560579
539,fisterra,42.9049,-9.2629,9.3,78,76,7.4,ES,1701560580
540,callao,-12.0667,-77.15,20.16,77,40,6.17,PE,1701560580
541,turuntayevo,52.2,107.6167,-12.95,98,99,1.69,RU,1701560581
542,new norfolk,-42.7826,147.0587,15.51,70,100,1.27,AU,1701560520
543,pacho,5.1328,-74.1598,19.76,88,79,1.86,CO,1701560582
544,taltal,-25.4,-70.4833,18.22,76,21,2.53,CL,1701560582
545,chulym,55.0997,80.9572,-0.35,90,96,7.86,RU,1701560583
546,turaif,31.6725,38.6637,9.14,66,0,2.57,SA,1701560583
547,kununurra,-15.7667,128.7333,31.99,70,98,5.14,AU,1701560547
548,port augusta,-32.5,137.7667,25.4,32,4,1.87,AU,1701560584
549,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1701560585
550,mega,4.05,38.3,15.97,38,42,2.89,ET,1701560585
551,nadym,65.5333,72.5167,-27.67,91,12,4.75,RU,1701560586
552,sebdou,34.637,-1.3314,8.61,79,59,2.29,DZ,1701560587
553,sovetskaya gavan',48.9723,140.2878,-12.16,87,2,4.09,RU,1701560587
554,bilozerka,46.6248,32.4425,12.06,92,100,7.92,UA,1701560588
555,yongning,24.68,118.69,17.22,78,75,8.85,CN,1701560588
556,puerto aysen,-45.4,-72.7,5.81,100,100,2.28,CL,1701560589
557,isiro,2.7739,27.616,19.09,99,62,0.29,CD,1701560589
558,kiunga,-6.1219,141.2906,26.0,88,100,1.32,PG,1701560590
559,huanggang,23.677,116.9996,16.94,73,76,2.04,CN,1701560590
560,levin,-40.6333,175.275,15.93,88,100,1.66,NZ,1701560591
561,rengali,21.6333,84.05,18.18,72,98,2.04,IN,1701560591
562,sitka,57.0531,-135.33,5.94,65,75,2.06,US,1701560591
